Repr_id,REPR_FACI,REPR_DIST,TYP_CASE,REPR_NM,REPR_PHON_NUM,REPR_D,TYP_REPR_DISE_COND,LN_CASE,FN_CASE,DOB,NATL,CASE_UID1,CASE_UID2,DIST_CASE_RESI,DIST_CASE_RESI_TYP,SEX,OCCU,PHYS_ADDR,NEAR_LMK,PHON_NUM_CASE,PARE_CARET_NM,D_SEEN_FACI,VACC,VACC_TYP_VAC,VACC_NUM_DOSE,D_FACI_NOTI_DIST,D_L_VACCI,RECE_TRAV_HIST,D_O_RETU,ANY_CONT_OT_CASE,ANY_CLUSTER,D_ONSE,PREG_CASE_FEM,TRIM,PRES_SYMP,U_CONDS,COVI_HIST,P_COMPL_FRM_NM,D_S_COLL,D_S_SENT_LAB,S_TYP,S_COND,D_LAB_RECE_S,TYP_O_TESTS_PERF,TEST_PLAT,FIN_LAB_RESU,D_LAB_SENT_RESU_DIST,D_RESU_SENT_HCW,D_DIST_RECE_RESU,CASE_F_O,CASE_F_CLASS
MOH7332577885,2605,MW-MZ,IPD,Jacob,+265(0)887152761,2020-08-29,AEFI,Green,Luis,1967-02-02,CF,Passport,CF437799,MW-NK,Urban,Male,teacher,P.O.Box 67913 MW-MW,Market,+265(0)888202498,Renee,2020-08-23,Covid-19,Johnson & Johnson,1,2020-08-29,2020-08-23,International,2020-08-10,Suspected,No,2020-08-08,N/A,N/A,Chest pain,HIV,Yes,Kevin Phillips,2020-08-29,2020-08-29,NP swab,Not Adequate,2020-08-29,PCR,Molecular Labs,Negative,2020-08-31,2020-08-31,2020-09-03,Alive,Lost
MOH5252303138,2710,MW-RU,OPD,John,+265(0)995499004,2020-05-08,AEFI,Keith,Madison,1978-05-02,GR,NID,GR875476,MW-MZ,Urban,Female,blank,P.O.Box 88716 MW-SA,School,,Lisa,2020-04-28,Covid-19,AstraZeneca,2,2020-05-08,2020-04-21,International,2020-04-24,Confirmed,School,2020-04-24,Yes,First,Bleeding,TB,No,Katherine Rivera,2020-05-08,2020-05-09,Blood,Adequate,2020-05-10,Antigen POC tests,Mobile testing,Negative,2020-05-11,2020-05-11,2020-05-12,Lost,Confirmed
MOH4957262284,2523,MW-SA,OPD,James,,2020-08-26,AEFI,Turner,Fred,1934-06-25,ZM,NID,ZM126010,MW-ZO,Urban,Male,Engineer,P.O.Box 87546 MW-LK,Market,+265(0)995939586,Samantha,2020-08-21,None,N/A,0,2020-08-26,2020-08-15,Indigenous,2020-08-17,Suspected,No,2020-08-10,N/A,N/A,Bleeding,Neurological Dz,No,Mary Anthony,2020-08-26,2020-08-26,Saliva,Adequate,2020-08-28,Antigen POC tests,Molecular Labs,Positive,2020-08-31,2020-08-31,2020-09-03,Alive,Probable
MOH8674562898,1113,MW-MC,POE,Joan,+265(0)997340178,2020-06-20,SARS/MERS/COVID,Lee,Joe,1937-12-17,ZA,NID,ZA920014,MW-LI,Rural,Male,lecturer,P.O.Box 91227 MW-BL,School,+265(0)887030516,James,2020-06-20,Covid-19,Johnson & Johnson,1,2020-06-20,2020-06-08,International,2020-06-19,Suspected,Hospital,2020-06-06,N/A,N/A,Muscle ache,Kidney Dz,Yes,Todd Cooper,2020-06-20,2020-06-21,Blood,Not Adequate,2020-06-22,Antigen POC tests,Molecular Labs,Negative,2020-06-22,2020-06-22,2020-06-23,Lost,Probable
MOH2484407758,216,MW-MU,OPD,Marvin,+265(0)991831617,2020-08-12,SARS/MERS/COVID,Terrell,Brooke,1983-05-14,KE,Passport,KE993183,MW-CK,Rural,Female,accountant,P.O.Box 54497 MW-MC,Hospital,+265(0)993585705,Angela,2020-08-07,None,N/A,0,2020-08-12,2020-07-30,International,2020-07-18,No,Hospital,2020-07-23,Yes,First,Muscle ache,No,Yes,Judy Mccullough,2020-08-12,2020-08-13,Saliva,Not Adequate,2020-08-16,PCR,Mobile testing,Positive,2020-08-16,2020-08-16,2020-08-18,TO,Compatible
MOH7026507262,1735,MW-MC,IPD,Mark,+265(0)992703604,2020-09-03,Unexplained cluster,Shields,Elizabeth,1930-05-26,KR,NID,KR258514,MW-CR,Urban,Female,business,P.O.Box 87226 MW-PH,Market,+265(0)889314187,Timothy,2020-08-25,None,N/A,0,2020-09-03,2020-08-14,International,2020-08-05,Suspected,Hospital,2020-08-15,No,N/A,Skin rash,Other,No,Joseph Bailey,2020-09-03,2020-09-04,OP swab,Adequate,2020-09-05,PCR,Mobile testing,Positive,2020-09-05,2020-09-05,2020-09-06,Dead,Compatible
MOH4413698292,505,MW-MU,POE,Christopher,,2020-06-20,AEFI,King,Ryan,1994-04-12,GR,Passport,GR508912,MW-LI,Urban,Male,technician,P.O.Box 75682 MW-DE,Church,+265(0)999880047,Daniel,2020-06-14,None,N/A,0,2020-06-20,2020-06-05,Indigenous,2020-06-03,Confirmed,Family,2020-06-11,N/A,N/A,No(Asymptomatic),Liver Dz,No,Christopher Hinton,2020-06-20,2020-06-20,OP swab,Adequate,2020-06-23,Antigen POC tests,Mobile testing,Negative,2020-06-23,2020-06-23,2020-06-24,TO,Lost
MOH2064422480,1533,MW-BA,IPD,Heather,,2020-04-17,SARS/MERS/COVID,Hall,Elaine,1970-10-20,IE,Passport,IE625363,MW-CR,Rural,Female,minister,P.O.Box 12801 MW-MZ,Hospital,+265(0)995630658,Brianna,2020-04-07,None,N/A,0,2020-04-17,2020-03-23,International,2020-03-31,Suspected,Hospital,2020-04-06,No,N/A,Muscle ache,Other,No,Kenneth Sanders,2020-04-17,2020-04-17,Blood,Adequate,2020-04-17,PCR,Mobile testing,Positive,2020-04-18,2020-04-18,2020-04-21,Lost,Probable
MOH2371206296,1313,MW-NK,IPD,Victoria,,2020-12-21,SARS/MERS/COVID,Wyatt,Robert,1959-08-16,IE,NID,IE678129,MW-MG,Rural,Male,minister,P.O.Box 11435 MW-DO,Hospital,+265(0)993240379,Timothy,2020-12-13,Covid-19,Johnson & Johnson,1,2020-12-21,2020-12-11,Indigenous,2020-12-02,No,Hospital,2020-11-29,N/A,N/A,Nausea,Cardiovascular Dz,Yes,Kim Simon,2020-12-21,2020-12-22,Saliva,Adequate,2020-12-24,Antigen POC tests,Mobile testing,Negative,2020-12-24,2020-12-24,2020-12-25,TO,Compatible
MOH2295011120,4077,MW-NB,POE,Matthew,+265(0)993008258,2020-06-23,AEFI,Castillo,Manuel,1985-11-07,KE,NID,KE839980,MW-SA,Urban,Male,doctor,P.O.Box 70762 MW-MZ,Market,,Peggy,2020-06-20,None,N/A,0,2020-06-23,2020-06-18,International,2020-06-04,Suspected,Work place,2020-06-15,N/A,N/A,Other,Stroke,Yes,Kevin Bell,2020-06-23,2020-06-23,Saliva,Not Adequate,2020-06-24,Antigen POC tests,Molecular Labs,Positive,2020-06-25,2020-06-25,2020-06-25,Lost,Confirmed
MOH5144947192,1825,MW-SA,IPD,Jacqueline,,2020-07-19,AEFI,White,Jamie,1964-04-10,ZA,NID,ZA914985,MW-MC,Urban,Female,farmer,P.O.Box 27828 MW-KR,School,+265(0)889880900,Charles,2020-07-19,Covid-19,AstraZeneca,2,2020-07-19,2020-07-03,International,2020-06-30,Suspected,School,2020-07-18,Yes,Third,Skin rash,Other,No,Tamara Taylor,2020-07-19,2020-07-19,Saliva,Not Adequate,2020-07-22,Antigen POC tests,Molecular Labs,Positive,2020-07-23,2020-07-23,2020-07-24,Lost,Probable
MOH1755352936,3709,MW-NE,OPD,Timothy,+265(0)995826575,2020-10-03,SARIs,Wright,Lori,1948-08-07,BR,NID,BR680931,MW-MG,Rural,Female,lawyer,P.O.Box 10357 MW-ZO,Market,,Monica,2020-09-24,Covid-19,Johnson & Johnson,1,2020-10-03,2020-09-20,Indigenous,2020-09-19,Confirmed,Hospital,2020-09-18,Yes,Third,Chest pain,No,No,Alexander Torres,2020-10-03,2020-10-03,Saliva,Not Adequate,2020-10-03,Antigen POC tests,Mobile testing,Positive,2020-10-06,2020-10-06,2020-10-09,Dead,Lost
MOH7727981289,441,MW-NU,POE,John,+265(0)995152714,2020-07-26,Unexplained cluster,Barton,Robert,1996-09-11,KE,NID,KE770066,MW-NE,Rural,Male,nurse,P.O.Box 11360 MW-LK,Market,,Audrey,2020-07-22,None,N/A,0,2020-07-26,2020-07-15,International,2020-07-08,Confirmed,No,2020-07-12,N/A,N/A,Skin rash,HIV,No,Matthew Hall,2020-07-26,2020-07-26,Blood,Not Adequate,2020-07-27,Antigen POC tests,Molecular Labs,Negative,2020-07-29,2020-07-29,2020-08-01,Alive,Compatible
MOH6163242070,1723,MW-KS,POE,Lee,+265(0)884731392,2020-09-19,Unexplained cluster,Mendoza,Christine,1936-01-24,MW,NID,MW863599,MW-NS,Urban,Female,clerk,P.O.Box 24566 MW-BL,Church,,Sherri,2020-09-17,Covid-19,AstraZeneca,2,2020-09-19,2020-09-01,International,2020-09-02,No,No,2020-09-07,No,N/A,No(Asymptomatic),DM,No,Andrew Gutierrez,2020-09-19,2020-09-20,NP swab,Adequate,2020-09-23,Antigen POC tests,Mobile testing,Negative,2020-09-24,2020-09-24,2020-09-25,Alive,Confirmed
MOH9618481604,1717,MW-CT,POE,Stephen,,2020-05-16,SARS/MERS/COVID,Johnson,Thomas,1931-08-15,CA,NID,CA103448,MW-NU,Rural,Male,lawyer,P.O.Box 23455 MW-MU,Church,+265(0)991309253,Jennifer,2020-05-07,None,N/A,0,2020-05-16,2020-04-29,Indigenous,2020-04-29,Suspected,No,2020-05-03,N/A,N/A,Bleeding,Liver Dz,No,Brian Garcia,2020-05-16,2020-05-17,Saliva,Adequate,2020-05-20,Antigen POC tests,Mobile testing,Negative,2020-05-20,2020-05-20,2020-05-20,TO,Lost
MOH6458155269,1825,MW-BA,IPD,Joseph,+265(0)991065293,2020-06-20,SARS/MERS/COVID,Gibbs,Amy,2002-07-18,CN,Passport,CN662536,MW-DE,Rural,Female,Engineer,P.O.Box 58161 MW-KS,School,+265(0)993047243,William,2020-06-14,Covid-19,Johnson & Johnson,1,2020-06-20,2020-05-27,Indigenous,2020-06-03,Confirmed,No,2020-05-29,No,N/A,Skin rash,Cardiovascular Dz,No,Joshua Wood,2020-06-20,2020-06-20,Saliva,Adequate,2020-06-23,PCR,Mobile testing,Positive,2020-06-24,2020-06-24,2020-06-27,Dead,Compatible
MOH9388303874,107,MW-CK,OPD,Tanya,,2020-12-03,Unexplained cluster,Serrano,Brandon,1927-04-23,US,Passport,US303310,MW-MH,Rural,Male,journalist,P.O.Box 71883 MW-KR,Market,+265(0)887511975,Grace,2020-11-27,Covid-19,AstraZeneca,2,2020-12-03,2020-11-12,International,2020-11-16,Suspected,Hospital,2020-11-08,N/A,N/A,Headache,Kidney Dz,No,Theodore Turner,2020-12-03,2020-12-04,OP swab,Not Adequate,2020-12-05,PCR,Mobile testing,Negative,2020-12-07,2020-12-07,2020-12-07,Alive,Probable
MOH7169027562,1514,MW-CK,IPD,Randall,+265(0)886964287,2021-01-05,Unexplained cluster,Jackson,Rose,1976-01-13,ET,Passport,ET329736,MW-LK,Rural,Female,technician,P.O.Box 67301 MW-KS,Market,+265(0)991107074,Breanna,2020-12-26,Covid-19,AstraZeneca,2,2021-01-05,2020-12-23,International,2020-12-13,Suspected,Work place,2020-12-11,No,N/A,Chest pain,Mental,No,Lacey Barr,2021-01-05,2021-01-05,Blood,Adequate,2021-01-06,PCR,Mobile testing,Positive,2021-01-06,2021-01-06,2021-01-08,Dead,Confirmed
MOH8052207688,1836,MW-SA,OPD,Joel,,2020-04-23,SARS/MERS/COVID,Powell,Craig,1929-08-27,IT,NID,IT608857,MW-RU,Rural,Male,technician,P.O.Box 62763 MW-SA,School,,Angie,2020-04-18,None,N/A,0,2020-04-23,2020-04-18,International,2020-04-12,Suspected,Family,2020-04-15,N/A,N/A,Shortness of Breath,Cardiovascular Dz,No,Hannah Wright,2020-04-23,2020-04-24,Blood,Not Adequate,2020-04-27,Antigen POC tests,Molecular Labs,Positive,2020-04-27,2020-04-27,2020-04-27,Lost,Probable
MOH5351748040,3520,MW-MC,OPD,Tanner,+265(0)884586386,2020-09-21,SARS/MERS/COVID,Strickland,Ryan,1944-03-18,CF,Passport,CF884469,MW-NI,Urban,Male,student,P.O.Box 74090 MW-DE,Market,+265(0)882508061,Jack,2020-09-20,None,N/A,0,2020-09-21,2020-09-08,International,2020-09-06,Suspected,School,2020-09-11,N/A,N/A,Headache,Hypertension,Yes,Nicole Estes,2020-09-21,2020-09-22,OP swab,Not Adequate,2020-09-25,Antigen POC tests,Mobile testing,Positive,2020-09-27,2020-09-27,2020-09-29,Alive,Probable
MOH7736469553,2801,MW-PH,POE,Brian,,2020-07-15,SARIs,Roberts,Stephanie,1958-11-22,KE,NID,KE325980,MW-BA,Urban,Female,journalist,P.O.Box 50624 MW-KR,Hospital,+265(0)885305272,Robert,2020-07-07,None,N/A,0,2020-07-15,2020-06-30,Indigenous,2020-07-03,Suspected,School,2020-07-04,No,N/A,Cough,HIV,Yes,Cynthia Logan,2020-07-15,2020-07-15,Saliva,Adequate,2020-07-17,PCR,Molecular Labs,Negative,2020-07-20,2020-07-20,2020-07-20,Lost,Lost
MOH3958444838,1514,MW-MZ,POE,Tyler,+265(0)882723410,2020-12-24,SARIs,Baker,Megan,2003-05-07,IN,Passport,IN419758,MW-RU,Rural,Female,blank,P.O.Box 81106 MW-MU,Church,+265(0)996876589,Samuel,2020-12-20,None,N/A,0,2020-12-24,2020-12-14,Indigenous,2020-12-19,Confirmed,Hospital,2020-12-11,Yes,Third,Fever,Cancer,No,Lauren Johnston,2020-12-24,2020-12-24,Blood,Adequate,2020-12-27,Antigen POC tests,Molecular Labs,Negative,2020-12-30,2020-12-30,2020-12-30,Alive,Probable
MOH7367323080,1607,MW-NK,IPD,Bryan,+265(0)889813012,2020-06-26,AEFI,Copeland,Allen,1971-11-30,US,Passport,US898386,MW-TH,Urban,Male,minister,P.O.Box 38387 MW-CK,School,+265(0)886871262,Kyle,2020-06-25,None,N/A,0,2020-06-26,2020-06-21,International,2020-06-21,No,School,2020-06-06,N/A,N/A,Chest pain,Hypertension,Yes,Jon Morris,2020-06-26,2020-06-27,OP swab,Not Adequate,2020-06-30,Antigen POC tests,Molecular Labs,Negative,2020-07-03,2020-07-03,2020-07-06,Dead,Lost
MOH3548058292,505,MW-MZ,POE,Betty,+265(0)883831483,2020-09-26,SARIs,Hull,Nancy,1979-05-25,NL,Passport,NL989395,MW-KS,Urban,Female,accountant,P.O.Box 86976 MW-PH,Market,+265(0)887656589,Christopher,2020-09-16,Covid-19,AstraZeneca,2,2020-09-26,2020-09-15,Indigenous,2020-09-10,Confirmed,No,2020-08-31,Yes,Second,Abdominal pain,COPD,No,Heather Hunter,2020-09-26,2020-09-26,OP swab,Adequate,2020-09-28,Antigen POC tests,Mobile testing,Negative,2020-10-01,2020-10-01,2020-10-03,Lost,Probable
MOH1955192167,2722,MW-KR,POE,David,+265(0)994372032,2020-05-21,Unexplained cluster,Mosley,Benjamin,1948-12-21,MZ,NID,MZ948723,MW-MC,Urban,Male,blank,P.O.Box 58964 MW-CT,Market,+265(0)886308475,Olivia,2020-05-12,Covid-19,Johnson & Johnson,1,2020-05-21,2020-05-02,Indigenous,2020-05-09,Suspected,Family,2020-04-30,N/A,N/A,Cough,TB,Yes,Robert Richardson,2020-05-21,2020-05-21,NP swab,Not Adequate,2020-05-22,Antigen POC tests,Molecular Labs,Negative,2020-05-24,2020-05-24,2020-05-25,Lost,Lost
MOH4542838650,305,MW-DE,OPD,Martin,+265(0)996324722,2020-08-22,AEFI,Salazar,Alyssa,1958-05-21,ZM,Passport,ZM556937,MW-SA,Rural,Female,blank,P.O.Box 05653 MW-PH,Hospital,,Jerry,2020-08-16,None,N/A,0,2020-08-22,2020-08-11,Indigenous,2020-07-29,Confirmed,School,2020-08-08,Yes,First,No(Asymptomatic),Cancer,Yes,Nathan Green,2020-08-22,2020-08-22,OP swab,Adequate,2020-08-22,Antigen POC tests,Molecular Labs,Positive,2020-08-24,2020-08-24,2020-08-27,Dead,Compatible
MOH7784433968,4077,MW-ZO,POE,Scott,+265(0)992926583,2020-09-22,SARS/MERS/COVID,Nelson,Laurie,1970-12-28,KR,Passport,KR675916,MW-KR,Urban,Female,clerk,P.O.Box 27264 MW-BA,Market,+265(0)882765486,Derek,2020-09-20,None,N/A,0,2020-09-22,2020-09-07,Indigenous,2020-08-31,Suspected,Family,2020-09-19,No,N/A,Muscle ache,HIV,No,Andrew Oconnor,2020-09-22,2020-09-22,NP swab,Adequate,2020-09-24,Antigen POC tests,Molecular Labs,Positive,2020-09-27,2020-09-27,2020-09-30,Dead,Probable
MOH1755352936,3709,MW-ZO,POE,Timothy,+265(0)995826575,2020-08-24,SARS/MERS/COVID,Dean,Patricia,1926-10-17,DE,Passport,DE187950,MW-LI,Rural,Female,farmer,P.O.Box 16707 MW-TH,Hospital,+265(0)993492072,Stephanie,2020-08-16,None,N/A,0,2020-08-24,2020-08-10,Indigenous,2020-08-05,Suspected,School,2020-08-15,Yes,First,Fatigue,Asthma,No,Brooke Schmidt,2020-08-24,2020-08-24,Blood,Not Adequate,2020-08-24,Antigen POC tests,Mobile testing,Negative,2020-08-24,2020-08-24,2020-08-25,Alive,Probable
MOH1137509584,1415,MW-NS,OPD,Jake,,2020-12-21,SARIs,Hart,Alexa,1942-09-06,NL,NID,NL641339,MW-CK,Rural,Female,lecturer,P.O.Box 01380 MW-CT,Market,+265(0)886687493,Kyle,2020-12-18,None,N/A,0,2020-12-21,2020-12-02,Indigenous,2020-12-14,Suspected,No,2020-12-09,Yes,Third,Fever,COPD,No,Frank Huber,2020-12-21,2020-12-22,OP swab,Not Adequate,2020-12-24,Antigen POC tests,Molecular Labs,Negative,2020-12-24,2020-12-24,2020-12-26,Alive,Probable
MOH7086487453,1336,MW-NB,POE,Chad,,2020-11-22,Unexplained cluster,Jackson,Kaitlin,1982-07-01,CA,Passport,CA204202,MW-BL,Rural,Female,accountant,P.O.Box 60090 MW-KS,School,+265(0)996643853,Kenneth,2020-11-19,None,N/A,0,2020-11-22,2020-11-18,International,2020-11-02,No,Work place,2020-11-02,Yes,Third,Diarrhea,Other,No,Valerie Bradley,2020-11-22,2020-11-23,OP swab,Not Adequate,2020-11-25,PCR,Molecular Labs,Negative,2020-11-25,2020-11-25,2020-11-25,Lost,Compatible
MOH7299481879,3106,MW-CT,OPD,Christopher,+265(0)888622131,2020-10-09,SARS/MERS/COVID,Dunn,Andrew,1967-05-01,AU,NID,AU889287,MW-MH,Rural,Male,farmer,P.O.Box 77535 MW-PH,Hospital,,Tyler,2020-10-08,Covid-19,Johnson & Johnson,1,2020-10-09,2020-09-25,International,2020-10-07,No,Family,2020-09-22,N/A,N/A,Cough,Asthma,Yes,Elizabeth Brown,2020-10-09,2020-10-09,Saliva,Adequate,2020-10-11,PCR,Molecular Labs,Positive,2020-10-14,2020-10-14,2020-10-14,TO,Probable
MOH9041691803,206,MW-NB,POE,Kendra,,2020-10-17,SARIs,Jones,Alexis,2002-02-20,IN,NID,IN338133,MW-NK,Urban,Female,technician,P.O.Box 01653 MW-KS,Church,+265(0)888187782,Stephanie,2020-10-10,Covid-19,AstraZeneca,2,2020-10-17,2020-09-26,Indigenous,2020-09-20,Confirmed,No,2020-10-01,Yes,First,Chest pain,Cardiovascular Dz,Yes,Brent Blake,2020-10-17,2020-10-18,OP swab,Not Adequate,2020-10-19,PCR,Molecular Labs,Positive,2020-10-22,2020-10-22,2020-10-23,Lost,Lost
MOH8794210778,3315,MW-MG,OPD,Jennifer,+265(0)996653569,2020-08-03,SARIs,Williams,John,1924-06-12,JP,Passport,JP231269,MW-DE,Urban,Male,clerk,P.O.Box 62153 MW-CR,School,+265(0)881740033,Jessica,2020-07-30,Covid-19,Johnson & Johnson,1,2020-08-03,2020-07-25,International,2020-07-28,Suspected,Hospital,2020-07-14,N/A,N/A,Cough,Asthma,No,Joanna Cherry,2020-08-03,2020-08-04,OP swab,Not Adequate,2020-08-05,PCR,Molecular Labs,Negative,2020-08-06,2020-08-06,2020-08-06,Alive,Compatible
MOH3285437085,3801,MW-NK,OPD,Daniel,+265(0)883074744,2020-06-07,Unexplained cluster,Moore,Shannon,1996-03-17,GR,NID,GR651427,MW-NI,Urban,Female,journalist,P.O.Box 35557 MW-TH,Market,+265(0)885487846,Julia,2020-06-04,None,N/A,0,2020-06-07,2020-05-30,Indigenous,2020-05-20,Confirmed,Hospital,2020-05-20,No,N/A,Muscle ache,Kidney Dz,No,Andrea Saunders,2020-06-07,2020-06-08,Saliva,Adequate,2020-06-08,Antigen POC tests,Mobile testing,Negative,2020-06-08,2020-06-08,2020-06-09,TO,Probable
MOH9510617073,601,MW-ZO,POE,Steven,,2020-09-01,SARIs,Buchanan,Victoria,1948-04-26,IT,Passport,IT456114,MW-MG,Urban,Female,business,P.O.Box 51729 MW-CR,School,+265(0)881012221,Barry,2020-08-29,Covid-19,AstraZeneca,2,2020-09-01,2020-08-24,International,2020-08-11,No,No,2020-08-10,Yes,First,Nausea,Cardiovascular Dz,No,Jeffery Parker,2020-09-01,2020-09-02,Saliva,Adequate,2020-09-04,Antigen POC tests,Molecular Labs,Positive,2020-09-05,2020-09-05,2020-09-05,TO,Probable
MOH2064422480,1533,MW-TH,POE,Heather,,2020-08-09,SARS/MERS/COVID,Davis,Jeremy,1990-09-27,KW,Passport,KW313807,MW-NK,Rural,Male,journalist,P.O.Box 03679 MW-LK,Market,+265(0)887519669,Patricia,2020-08-09,None,N/A,0,2020-08-09,2020-08-01,International,2020-08-07,No,School,2020-08-05,N/A,N/A,Fever,COPD,Yes,Alejandro Clements,2020-08-09,2020-08-10,Blood,Adequate,2020-08-11,Antigen POC tests,Molecular Labs,Negative,2020-08-13,2020-08-13,2020-08-13,Dead,Compatible
MOH3533257618,3121,MW-MW,IPD,April,+265(0)886708037,2020-09-17,Unexplained cluster,Guerra,Tracy,1979-08-28,NG,NID,NG314046,MW-SA,Urban,Female,accountant,P.O.Box 31586 MW-NS,Hospital,+265(0)887617993,Rachael,2020-09-13,None,N/A,0,2020-09-17,2020-09-07,International,2020-09-01,No,Hospital,2020-09-10,No,N/A,Chest pain,Mental,No,Lori Carroll,2020-09-17,2020-09-17,NP swab,Adequate,2020-09-18,PCR,Mobile testing,Negative,2020-09-18,2020-09-18,2020-09-21,Lost,Probable
MOH6171347963,1608,MW-NE,OPD,Bethany,+265(0)889832449,2020-11-24,SARIs,Flores,Chelsea,1922-04-13,JP,Passport,JP142638,MW-LI,Rural,Female,farmer,P.O.Box 78399 MW-PH,Hospital,,Kristen,2020-11-14,Covid-19,AstraZeneca,2,2020-11-24,2020-11-03,International,2020-11-09,No,No,2020-11-08,No,N/A,Fever,Mental,Yes,William Morris,2020-11-24,2020-11-25,Blood,Not Adequate,2020-11-28,PCR,Mobile testing,Positive,2020-12-01,2020-12-01,2020-12-04,TO,Probable
MOH9155344244,103,MW-MG,IPD,Sara,,2020-11-25,SARIs,Lewis,Andrew,1972-08-18,ZA,Passport,ZA793138,MW-NU,Rural,Male,clerk,P.O.Box 83100 MW-LI,Hospital,,Lori,2020-11-17,Covid-19,AstraZeneca,2,2020-11-25,2020-10-28,Indigenous,2020-11-12,Confirmed,School,2020-11-11,N/A,N/A,Diarrhea,No,Yes,Kimberly Jenkins,2020-11-25,2020-11-25,NP swab,Adequate,2020-11-28,PCR,Mobile testing,Negative,2020-11-29,2020-11-29,2020-11-30,Lost,Compatible
MOH7288676155,103,MW-MG,POE,Christy,+265(0)883794982,2020-06-23,SARS/MERS/COVID,Jensen,Annette,1962-07-20,JP,NID,JP613668,MW-NE,Urban,Female,teacher,P.O.Box 70903 MW-MZ,Hospital,+265(0)997963475,Jacob,2020-06-19,Covid-19,AstraZeneca,2,2020-06-23,2020-06-02,Indigenous,2020-06-07,Suspected,School,2020-06-11,Yes,Second,Muscle ache,HIV,Yes,Thomas Gonzalez,2020-06-23,2020-06-24,Blood,Not Adequate,2020-06-24,Antigen POC tests,Molecular Labs,Negative,2020-06-25,2020-06-25,2020-06-25,Dead,Probable
MOH9331290075,103,MW-KR,IPD,Kenneth,+265(0)996417482,2020-12-21,Unexplained cluster,Mullen,Anthony,1978-03-29,ET,Passport,ET474374,MW-CT,Urban,Male,Engineer,P.O.Box 58991 MW-MU,Hospital,,Ashley,2020-12-20,Covid-19,AstraZeneca,2,2020-12-21,2020-12-03,Indigenous,2020-12-18,Confirmed,Work place,2020-12-07,N/A,N/A,Chest pain,TB,Yes,Vickie Villa,2020-12-21,2020-12-22,NP swab,Not Adequate,2020-12-24,PCR,Mobile testing,Positive,2020-12-26,2020-12-26,2020-12-27,Lost,Probable
MOH4035377906,1533,MW-DO,OPD,Juan,+265(0)999347697,2020-11-21,SARS/MERS/COVID,Gonzalez,Melissa,1963-08-26,IT,Passport,IT528517,MW-CR,Rural,Female,clerk,P.O.Box 99518 MW-LK,Market,+265(0)997162338,Sherry,2020-11-16,Covid-19,Johnson & Johnson,1,2020-11-21,2020-10-30,Indigenous,2020-11-12,Suspected,No,2020-10-29,No,N/A,Nausea,Hypertension,No,Jeffrey Bennett,2020-11-21,2020-11-22,OP swab,Not Adequate,2020-11-24,Antigen POC tests,Molecular Labs,Negative,2020-11-26,2020-11-26,2020-11-29,TO,Compatible
MOH1825233067,2706,MW-SA,POE,Dawn,+265(0)889281162,2020-05-25,AEFI,Miller,Micheal,1972-08-06,NL,Passport,NL366762,MW-DE,Rural,Male,banker,P.O.Box 27825 MW-DE,Church,+265(0)889890124,Willie,2020-05-16,None,N/A,0,2020-05-25,2020-05-08,International,2020-05-11,Suspected,Hospital,2020-05-04,N/A,N/A,Diarrhea,Cancer,No,Mark Davis,2020-05-25,2020-05-25,Saliva,Not Adequate,2020-05-25,Antigen POC tests,Molecular Labs,Positive,2020-05-25,2020-05-25,2020-05-28,Lost,Lost
MOH3744083650,201,MW-NU,IPD,Mallory,,2020-08-18,Unexplained cluster,Harris,Jeffrey,2005-07-16,ET,NID,ET353785,MW-NE,Rural,Male,accountant,P.O.Box 65517 MW-LK,Church,+265(0)999660357,Daniel,2020-08-18,Covid-19,AstraZeneca,2,2020-08-18,2020-07-31,Indigenous,2020-07-31,Suspected,Work place,2020-08-08,N/A,N/A,Cough,Hypertension,Yes,Wanda Holmes,2020-08-18,2020-08-18,NP swab,Not Adequate,2020-08-18,Antigen POC tests,Molecular Labs,Positive,2020-08-18,2020-08-18,2020-08-21,TO,Probable
MOH1295466877,4077,MW-CR,POE,David,+265(0)993677434,2020-05-02,SARIs,Smith,Lori,1989-06-05,ZM,Passport,ZM269379,MW-CK,Rural,Female,doctor,P.O.Box 07263 MW-NU,Hospital,+265(0)885656281,Thomas,2020-04-23,None,N/A,0,2020-05-02,2020-04-06,Indigenous,2020-04-08,No,School,2020-04-19,No,N/A,Chest pain,Stroke,No,Lauren Walsh,2020-05-02,2020-05-03,NP swab,Not Adequate,2020-05-03,Antigen POC tests,Molecular Labs,Positive,2020-05-06,2020-05-06,2020-05-06,TO,Confirmed
MOH9579411315,205,MW-DO,POE,Timothy,+265(0)999517536,2020-12-09,SARS/MERS/COVID,Thomas,Mackenzie,1941-04-30,PK,NID,PK910477,MW-BL,Urban,Female,student,P.O.Box 10347 MW-ZO,Church,+265(0)996726343,Meghan,2020-12-03,None,N/A,0,2020-12-09,2020-11-30,Indigenous,2020-11-17,Confirmed,School,2020-11-19,No,N/A,Fever,Kidney Dz,No,Jordan Santiago,2020-12-09,2020-12-09,OP swab,Adequate,2020-12-10,Antigen POC tests,Mobile testing,Negative,2020-12-12,2020-12-12,2020-12-15,TO,Lost
